STATE,NAME,geo_type,transportation_type,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24
48,Texas,sub-region,driving,United States,100.0,102.47,104.35,107.19,124.73,120.87,89.42,101.07,102.99,99.24,106.38,126.85,122.04,84.18,99.03,99.64,100.96,105.27,125.67,124.39,83.6,98.96,101.6,93.07,106.34,126.41,126.41,86.79,101.32,102.89,107.8,119.75,147.05,132.12,99.7,108.72,107.64,107.89,112.02,136.89,135.54,93.13,106.59,112.85,113.29,126.01,145.68,144.05,98.81,108.82,113.67,110.31,123.05,147.49,140.85,100.03,112.58,119.28,119.4,117.43,121.78,107.51,77.1,87.43,80.33,77.37,74.36,75.34,62.05,46.97,62.29,61.89,55.65,57.44,63.41,53.73,43.68,52.45,57.08,58.18,56.06,60.73,48.75,41.7,54.32,57.67,58.92,59.79,66.74,55.72,40.45,59.2,60.87,66.09,68.06,73.25,66.55,51.55,67.93,67.65,66.02,74.07,83.02,76.43,60.99,71.27,71.83,74.8,80.32,94.65,88.41,70.05,82.18,85.1,86.1,88.72,102.11,99.65,72.83,,,93.59,98.51,110.78,98.02,86.42,100.77,104.06,106.26,111.07,131.59,122.37,90.82,88.72,106.21,109.04,114.46,135.2,130.98,96.99,108.87,112.9,114.53,121.37,141.31,138.26,105.69,115.87,117.97,120.91,126.85,146.93,142.7,110.12,118.89,120.61,122.07,127.78,148.45,140.68,99.32,113.15,114.31,119.34,123.21,137.9,131.56,100.39,114.61,118.04,121.32,130.6,132.41,104.72,94.74,113.25,114.93,118.58,122.92,139.92,132.1,101.65,115.26,117.88,120.15,124.44,141.33,134.81,104.84,115.82,116.05,119.99,126.4,142.62,126.44,101.73,117.9,118.36,122.81,131.04,144.85,138.81,109.14,123.27,124.15,125.45,131.18,151.54,146.77,113.41,123.38,124.52,127.18,131.2,154.19,150.87,115.04,124.32,124.25,125.25,130.5,152.85,147.56,112.25,118.21,129.26,122.32,123.24,148.89,143.65,106.89,118.19,120.63,121.89,130.55,159.21,150.09,121.22,113.85,119.15,117.75,124.98,150.17,151.43,109.12,118.6,121.89,123.34,128.69,155.12,152.39,105.1,105.99,104.74,112.8,122.92,149.83,147.28,105.85,111.51,113.73,116.23,123.51,147.24,145.32,105.09,111.56,113.0,114.58,124.06,148.89,151.21,109.52,114.57,114.04,116.41,122.76,148.16,146.04,107.31,110.37,113.64,115.59,121.79,144.2,146.33
49,Utah,sub-region,driving,United States,100.0,107.09,111.13,117.41,138.33,136.51,77.89,112.5,106.73,106.64,119.41,138.79,144.88,78.96,106.86,107.73,110.93,114.46,137.4,139.25,74.28,91.09,112.41,109.02,121.32,140.41,142.31,80.44,109.52,113.12,117.3,132.87,162.84,152.69,90.07,134.73,116.29,121.16,130.04,156.31,156.76,90.93,115.77,118.96,121.11,128.81,154.24,153.29,81.8,115.74,120.72,121.47,132.26,152.81,151.79,87.84,116.18,120.91,122.3,119.66,129.98,120.72,76.26,97.97,92.56,81.41,81.27,89.04,84.04,54.4,71.72,71.22,68.52,68.79,80.16,69.55,46.44,66.76,70.9,70.86,69.54,80.43,66.89,44.46,67.85,71.39,75.78,74.99,88.08,78.05,42.37,71.25,76.07,76.08,78.43,94.31,91.89,57.61,85.53,86.52,88.29,89.64,106.86,104.0,70.27,91.83,95.54,99.09,103.8,121.71,116.29,76.23,106.97,109.69,111.47,115.39,134.9,131.58,76.37,,,121.57,127.99,150.78,145.62,99.33,129.66,131.83,132.68,148.14,171.72,157.66,114.48,142.26,142.16,146.26,155.97,173.49,163.88,106.5,144.63,144.86,149.8,157.73,180.31,165.23,105.95,146.73,154.84,160.02,169.21,190.71,182.0,128.37,159.05,159.01,163.86,175.68,202.88,194.08,122.45,169.8,173.04,177.3,186.78,213.41,203.96,134.67,167.8,174.46,183.75,199.07,198.94,152.68,136.38,177.68,177.78,179.45,187.29,207.93,202.3,139.0,174.95,176.72,182.42,191.41,216.26,207.65,147.56,178.25,178.37,179.6,195.9,194.46,194.44,143.5,176.83,179.97,185.89,197.22,218.42,213.7,145.57,181.64,182.93,186.75,202.22,239.05,217.8,146.49,181.75,184.87,191.68,198.4,225.14,214.3,144.5,181.53,182.51,186.04,197.78,220.85,217.8,139.0,179.08,176.76,179.35,190.17,228.67,229.52,138.95,169.01,172.86,174.89,192.21,241.13,222.9,149.0,186.19,162.5,177.47,188.33,222.0,232.44,138.58,173.87,174.39,180.25,190.22,220.85,222.44,138.53,162.49,162.6,165.75,178.14,217.87,220.17,131.62,157.37,153.49,157.7,171.22,200.16,191.82,120.76,159.12,157.87,160.45,171.15,208.17,215.61,123.65,154.18,153.22,162.72,175.87,198.0,193.58,134.16,151.12,150.4,155.06,161.26,196.64,193.98
50,Vermont,sub-region,driving,United States,100.0,98.15,99.64,95.85,149.74,153.92,135.7,139.88,95.35,96.3,104.81,141.27,145.1,118.95,92.8,92.78,95.55,102.88,133.76,144.45,111.79,94.45,91.64,96.65,90.64,114.9,149.69,137.87,99.79,98.71,103.02,108.02,163.8,186.92,164.58,157.73,123.36,125.74,132.67,165.37,164.4,138.02,105.01,101.74,103.77,106.26,148.71,152.96,133.7,104.29,106.53,101.4,110.59,143.34,148.59,126.17,101.02,97.11,95.78,95.06,110.66,109.63,89.55,72.33,63.26,61.75,57.6,58.71,57.39,47.75,45.98,44.83,47.87,45.14,50.21,50.72,34.97,41.67,45.77,46.02,43.19,47.0,49.62,39.44,47.93,48.05,47.51,43.17,48.39,50.88,36.28,44.28,52.08,55.33,54.56,59.06,60.33,54.6,59.05,55.68,56.43,65.07,69.8,76.67,51.85,54.3,65.68,67.36,62.64,70.89,77.76,68.22,63.17,69.27,73.06,74.02,80.86,73.22,62.12,,,83.67,89.0,89.53,99.4,84.06,88.08,95.52,100.55,105.83,120.31,117.73,104.6,97.09,107.07,110.16,104.33,109.23,113.27,94.88,103.98,105.13,103.7,114.96,131.62,123.58,115.23,113.56,113.65,118.28,120.14,142.5,135.9,119.24,125.19,128.52,135.66,139.44,158.91,151.09,125.59,136.4,142.38,138.69,150.53,167.94,157.51,136.91,138.27,140.45,152.77,173.04,185.06,154.26,162.64,161.19,156.99,154.87,162.9,174.87,160.2,146.91,147.71,147.04,157.97,161.57,179.45,188.2,162.73,156.49,159.66,152.43,158.46,189.23,190.6,165.74,156.1,158.12,161.82,166.58,190.68,198.14,162.18,166.73,141.64,167.99,178.64,203.16,204.17,177.87,171.42,170.93,173.84,178.13,210.14,208.85,180.78,165.45,164.59,168.89,174.29,193.48,198.76,168.4,159.37,163.53,176.08,171.09,198.97,174.59,166.75,151.88,153.87,150.35,166.5,207.66,218.06,195.59,169.47,146.36,146.43,153.75,179.01,195.15,147.11,140.0,141.68,142.99,147.42,181.6,194.83,161.72,137.06,138.11,143.65,151.64,191.74,226.0,186.73,151.4,135.7,140.36,161.05,184.55,231.5,195.34,153.61,154.22,143.73,165.18,217.76,251.93,224.39,181.74,133.41,146.05,152.18,167.89,192.22,157.4,129.54,125.36,126.88,135.87,167.37,170.42
51,Virginia,sub-region,driving,United States,100.0,103.25,106.03,108.04,124.79,107.39,92.57,101.16,98.56,99.69,102.94,119.84,118.55,86.05,96.64,97.87,97.32,102.68,122.11,118.75,85.53,95.47,99.59,97.61,101.07,120.24,118.46,92.56,98.59,101.4,103.84,113.34,142.04,130.84,101.01,109.36,102.86,105.61,106.36,126.15,131.42,99.11,99.09,103.79,108.84,115.14,135.77,134.97,100.94,106.73,113.57,109.95,116.03,135.58,135.54,103.09,108.69,108.66,108.13,107.97,117.5,104.25,74.49,83.76,79.58,74.11,76.33,84.0,67.9,53.99,57.04,61.55,55.81,63.69,71.35,62.36,53.75,60.36,54.65,56.15,59.3,66.45,57.98,48.06,58.59,59.29,61.48,62.74,69.25,64.76,43.2,57.33,64.55,66.79,70.41,78.43,69.63,60.11,66.53,70.09,73.69,70.87,79.93,75.45,58.89,71.04,73.58,78.42,71.89,89.86,88.63,70.25,81.24,78.2,80.58,88.42,94.99,94.37,75.93,,,93.9,97.68,116.58,111.2,88.11,92.89,96.86,99.7,103.93,121.17,121.52,95.62,97.0,106.45,106.7,108.13,125.85,125.57,104.9,110.74,107.52,113.93,118.85,134.2,139.33,115.39,118.76,121.39,124.28,124.57,151.24,156.83,121.69,120.33,120.21,121.65,130.5,151.97,150.83,117.14,125.92,133.89,137.21,140.99,165.5,169.63,131.18,134.9,138.01,142.69,157.02,162.17,135.04,129.21,137.39,134.62,138.95,142.51,165.6,165.99,129.65,135.43,136.83,142.02,145.19,165.01,171.35,133.05,135.03,135.07,137.61,143.63,163.64,170.93,135.75,136.9,136.13,141.87,146.34,158.08,164.63,131.59,131.13,127.68,142.37,142.83,164.87,169.71,138.09,140.11,140.59,140.25,143.45,165.82,162.13,130.25,140.58,141.92,140.72,149.31,169.59,168.08,138.34,134.4,135.41,137.73,141.91,162.77,150.27,133.51,126.01,130.91,134.5,144.1,177.97,172.62,140.62,130.11,127.84,125.02,131.14,157.52,163.99,127.34,126.99,128.3,130.7,131.44,159.1,166.76,125.83,121.6,122.41,125.83,128.49,153.23,154.77,121.4,121.19,114.13,122.81,131.19,154.29,164.39,123.22,118.42,119.24,123.93,129.92,159.65,156.94,112.89,116.89,116.91,123.5,131.89,149.44,164.93,126.65,120.34,120.67,123.72,129.72,158.73,161.7
53,Washington,sub-region,driving,United States,100.0,95.32,103.22,119.2,141.93,135.37,104.16,119.63,131.56,132.95,136.53,149.26,142.16,105.37,121.84,127.13,125.97,132.19,153.5,141.86,98.16,120.37,124.02,134.65,145.01,158.97,149.42,115.2,125.43,129.13,131.5,140.26,169.8,149.8,120.39,137.6,132.34,133.44,139.06,155.94,150.87,111.07,121.32,128.95,134.48,143.39,162.41,156.07,115.07,120.33,122.89,126.57,126.29,141.44,135.05,102.01,113.74,114.54,110.92,108.01,112.89,96.29,78.95,88.99,82.64,82.19,83.23,90.53,77.79,59.33,66.9,63.8,60.69,55.38,59.48,52.54,46.61,54.66,57.45,59.03,58.62,65.0,59.77,49.02,60.36,61.89,64.55,67.36,74.65,66.76,48.67,64.46,66.8,71.61,74.65,81.88,72.46,63.91,74.03,69.96,69.27,74.17,84.21,78.09,66.27,74.49,76.68,78.51,81.99,95.62,81.97,71.28,83.31,90.09,86.58,95.96,112.97,112.29,86.8,,,97.61,102.02,121.62,105.43,92.13,104.04,107.61,106.31,110.8,132.47,125.12,108.53,97.39,113.51,120.65,124.03,141.58,113.68,100.64,119.0,117.34,123.85,126.09,143.02,133.72,111.06,122.95,121.66,132.32,136.25,154.43,140.31,124.08,128.19,136.81,144.13,154.39,177.44,155.65,128.94,152.78,152.29,153.16,164.27,182.1,158.91,138.46,151.17,151.28,157.41,171.0,175.19,133.17,143.99,152.52,150.42,156.57,161.33,185.61,169.39,142.71,156.71,161.32,166.18,166.31,183.51,180.44,157.37,163.34,162.66,160.41,163.6,188.8,183.34,159.72,165.44,163.27,167.26,174.07,197.16,181.24,156.76,162.8,169.07,171.81,168.44,193.91,174.83,161.0,164.75,163.04,164.64,173.18,199.38,188.2,167.96,166.5,163.74,167.19,172.88,190.21,181.62,159.59,159.89,163.35,166.47,173.25,197.19,179.03,154.86,159.13,164.23,165.75,173.55,203.98,179.29,158.31,170.09,173.4,162.36,168.41,182.57,153.03,121.68,142.2,142.72,145.9,150.47,173.61,167.88,135.78,141.14,145.58,147.52,148.28,168.41,159.65,129.82,140.09,141.5,145.33,148.08,171.18,161.49,123.02,132.87,137.13,138.18,140.87,168.79,148.13,114.6,127.87,128.57,136.15,142.21,163.75,158.14,118.79,127.81,131.5,132.53,138.2,153.79,151.88
54,West Virginia,sub-region,driving,United States,100.0,100.57,101.48,104.47,122.67,103.25,86.84,103.61,96.93,98.67,106.07,120.71,112.79,84.21,94.75,96.32,96.74,103.8,122.53,117.69,86.9,97.71,98.24,99.27,113.86,116.92,111.41,94.08,103.42,106.79,106.83,114.75,137.8,132.93,103.39,111.04,109.52,107.78,117.06,134.81,128.55,103.85,105.73,109.76,110.73,114.16,137.19,133.26,107.43,108.19,111.2,113.72,126.09,141.07,137.48,113.01,112.61,112.9,113.29,114.24,124.64,108.79,85.78,93.31,89.71,85.79,83.07,85.72,71.74,57.87,63.79,62.57,59.59,66.31,69.24,68.92,57.61,66.51,63.45,65.14,67.75,73.52,65.82,54.0,66.59,66.07,66.91,69.64,73.76,65.85,46.95,68.64,72.16,77.85,78.61,84.37,78.79,68.71,80.71,80.54,84.74,83.07,89.67,84.24,68.55,87.21,88.24,90.57,93.83,102.02,100.83,81.4,100.4,97.17,99.23,108.97,112.61,108.81,87.89,,,117.44,121.27,133.89,129.71,111.99,127.29,123.92,130.44,137.16,158.89,151.05,124.37,128.84,141.99,144.89,146.92,160.87,161.89,139.57,141.31,140.81,140.91,149.26,171.95,173.85,143.71,148.54,150.82,150.67,160.82,186.97,184.4,144.63,154.54,153.62,152.31,159.97,184.01,184.31,141.6,159.2,154.6,164.89,173.33,202.36,202.17,160.4,165.8,164.33,175.14,190.14,193.25,157.44,165.34,169.06,159.03,164.77,172.44,198.72,198.36,158.19,160.27,159.42,162.47,168.42,198.45,201.82,164.19,161.1,159.76,160.37,169.27,197.1,201.8,163.71,163.83,160.81,167.25,170.38,188.81,192.09,158.24,164.37,161.92,166.72,174.19,200.49,200.2,176.12,168.43,168.73,168.9,180.25,203.99,196.1,168.53,172.07,164.83,170.69,178.09,201.02,195.36,161.54,161.29,158.86,162.38,165.78,185.58,172.01,152.48,151.25,156.31,156.9,169.41,209.32,195.53,165.69,157.68,153.16,156.79,161.91,188.91,182.84,142.35,147.41,149.86,152.52,162.0,184.9,183.18,161.22,144.07,141.99,142.99,150.85,178.91,172.31,143.82,140.81,136.8,142.3,159.18,179.37,176.87,139.12,136.64,139.8,143.86,155.16,187.76,183.24,137.22,142.36,139.42,144.18,156.13,182.77,187.56,147.74,139.16,138.35,143.44,152.88,183.72,167.54
55,Wisconsin,sub-region,driving,United States,100.0,109.36,102.32,108.86,123.89,106.48,94.47,105.99,103.9,102.53,106.13,128.73,129.56,96.04,96.24,102.07,102.07,108.02,134.65,140.27,94.82,96.74,101.37,103.59,111.29,130.38,140.27,90.36,103.0,106.25,106.8,118.19,145.05,146.91,111.82,106.53,109.1,106.81,115.76,146.23,153.15,111.9,102.8,104.85,107.92,118.31,148.64,152.93,113.37,105.73,111.76,113.57,120.85,150.68,155.22,113.29,105.36,110.96,111.17,110.23,124.53,108.5,80.69,82.22,79.21,69.77,68.84,77.26,66.99,51.83,63.59,59.85,56.4,57.08,66.86,53.42,45.16,60.49,60.47,63.59,66.84,73.59,67.12,58.35,64.31,69.39,64.73,67.85,78.59,70.95,41.6,63.05,67.26,72.7,76.15,85.72,85.83,69.48,77.95,79.1,78.76,81.63,94.46,88.72,78.58,78.33,80.57,80.2,92.98,111.97,106.62,88.96,90.82,91.73,99.34,104.03,116.3,115.01,76.81,,,107.25,109.07,141.15,129.02,90.09,108.98,117.39,129.77,137.29,160.76,138.19,130.07,123.31,135.34,136.96,132.88,167.77,158.86,131.54,135.92,144.91,145.9,155.82,176.97,175.65,145.88,154.32,141.16,145.9,166.59,194.9,185.99,157.14,158.14,162.42,167.75,174.88,200.77,179.45,152.18,151.47,168.76,171.31,189.63,201.16,212.51,175.32,162.34,176.48,186.2,201.75,208.74,168.01,179.85,176.91,170.82,178.01,177.28,215.6,210.09,179.09,171.34,169.3,164.71,188.06,219.02,205.03,176.81,168.86,168.37,178.38,187.26,218.59,210.97,170.89,171.06,172.71,178.89,187.67,209.43,206.74,164.0,169.5,175.41,176.98,189.52,215.91,205.53,171.79,161.39,173.93,177.69,186.48,216.87,203.89,179.03,170.58,170.92,174.69,184.97,214.36,204.62,174.99,167.56,164.67,171.77,175.4,198.58,202.04,166.05,157.52,155.85,161.14,172.48,218.31,203.94,159.77,161.33,141.92,145.63,153.76,189.55,183.47,149.35,146.53,151.3,155.16,163.76,196.34,201.57,150.25,140.96,143.18,146.12,153.35,191.97,195.05,144.2,131.47,132.85,135.26,144.91,175.78,175.72,141.44,131.21,134.49,139.17,148.55,187.33,195.86,145.66,126.44,131.19,131.98,144.24,173.47,169.19,120.45,122.1,122.41,126.1,128.56,159.93,160.5
56,Wyoming,sub-region,driving,United States,100.0,106.23,105.81,109.13,132.67,144.87,108.89,109.73,104.25,99.99,108.51,126.14,128.77,104.69,96.86,103.72,102.64,114.73,140.41,133.89,104.56,81.46,98.74,108.45,103.73,116.19,126.56,106.97,105.0,110.16,113.02,118.17,145.87,151.31,130.14,128.44,110.26,110.25,122.36,142.95,139.43,118.64,118.98,117.48,118.1,127.34,143.6,142.5,115.26,127.47,126.83,120.13,128.92,144.89,144.42,118.72,115.8,116.84,121.67,125.8,139.49,139.82,117.53,107.88,110.68,109.87,82.07,110.24,105.35,85.59,84.44,85.54,83.94,86.04,84.59,83.99,72.64,78.92,84.35,80.11,69.43,86.53,82.18,68.71,77.02,78.71,84.43,85.6,96.68,80.17,53.83,71.9,80.0,82.55,85.72,100.06,97.88,82.93,89.81,93.48,96.68,100.14,108.51,110.91,95.12,100.16,104.62,111.65,119.03,134.94,125.02,112.12,115.1,116.87,121.96,128.43,142.46,138.82,113.41,,,137.06,148.43,171.06,171.36,157.26,164.74,171.75,173.33,186.51,224.58,213.23,189.53,195.89,187.86,192.36,201.8,228.93,229.85,204.94,204.4,199.85,204.82,214.96,245.44,236.87,227.52,218.05,227.26,232.96,250.72,294.74,299.24,283.56,255.46,256.28,260.29,275.18,314.11,311.81,280.37,282.62,286.4,293.59,316.24,352.52,360.73,348.13,316.85,312.42,337.06,374.86,379.07,308.76,362.55,335.64,325.9,331.62,355.46,390.33,381.36,350.39,322.6,319.9,337.09,356.39,386.18,384.33,370.45,338.54,332.23,344.73,368.15,395.43,396.65,381.18,352.33,335.09,336.18,364.63,391.03,397.73,375.82,353.6,346.05,360.98,379.24,420.08,405.43,380.24,351.29,347.28,359.58,378.54,410.33,395.83,376.39,338.08,323.84,329.4,334.49,369.7,357.88,327.86,286.22,276.01,281.25,291.41,324.41,324.78,294.5,273.71,263.88,272.65,309.05,393.47,378.19,339.13,346.88,276.7,286.49,291.36,324.45,349.39,297.56,284.27,279.84,283.0,300.57,338.43,325.17,280.34,261.06,256.45,258.33,273.38,304.83,303.97,257.7,242.14,232.91,241.49,251.43,282.37,272.49,237.02,228.32,225.99,224.26,240.49,266.63,263.65,221.85,213.29,206.82,211.6,220.43,251.22,229.41,198.99,192.43,185.44,191.65,190.69,205.62,174.57
1,Alabama,sub-region,walking,United States,100.0,99.93,100.28,104.78,120.49,117.63,75.01,89.05,91.65,93.14,90.27,119.82,126.27,64.25,87.01,94.78,87.71,96.97,117.7,121.39,72.21,93.13,90.04,86.56,91.43,117.94,127.28,72.78,83.87,91.85,97.55,109.9,145.67,158.94,82.99,97.24,91.59,97.55,94.64,144.38,164.23,97.76,100.51,137.86,100.39,109.56,139.03,163.55,84.43,92.62,99.71,95.95,105.55,141.3,148.56,85.65,102.09,102.15,105.4,114.51,117.03,118.65,70.4,87.29,84.66,81.72,80.24,80.03,67.19,47.03,61.66,64.76,71.02,73.29,75.12,66.85,47.83,67.49,58.34,67.64,71.13,75.14,61.38,46.26,64.02,59.35,64.53,69.99,78.72,69.43,34.13,67.65,70.7,74.45,76.18,85.75,76.03,45.29,81.62,78.42,78.21,69.13,91.66,82.68,63.25,81.02,83.18,75.09,89.5,104.2,98.95,73.23,91.68,96.21,99.17,104.78,106.83,107.98,74.56,100.22,81.75,118.04,127.11,140.88,137.98,96.54,123.12,127.85,131.27,138.25,155.55,147.02,112.09,108.62,127.09,127.21,143.87,162.26,153.66,114.86,133.56,133.71,138.43,143.11,159.28,151.04,103.21,125.68,127.75,141.03,150.54,174.58,170.26,120.2,143.49,145.19,148.09,152.76,182.52,178.86,109.9,138.91,143.64,147.91,160.68,182.47,179.78,129.16,149.75,149.83,153.59,167.26,172.14,133.04,115.83,152.01,146.82,152.79,156.84,183.07,181.7,115.04,151.73,151.45,153.76,157.99,181.3,178.8,125.74,149.15,148.6,154.47,168.31,186.72,177.97,124.64,147.95,146.16,153.49,166.31,185.77,194.34,128.86,162.66,167.85,175.14,181.36,214.96,212.04,144.2,175.28,181.37,188.72,195.7,231.79,234.41,180.1,213.23,209.78,217.67,207.09,237.4,217.94,139.67,182.0,170.08,174.95,176.7,193.14,192.57,122.27,159.5,171.52,174.84,180.84,209.78,198.57,145.22,132.55,164.99,165.89,176.22,207.99,205.59,129.79,156.13,145.24,136.8,168.35,202.52,200.07,131.38,156.41,155.66,163.64,155.03,198.48,202.35,126.95,143.27,149.76,157.64,165.76,197.66,204.75,123.33,148.21,148.47,152.6,157.86,178.52,165.39,113.8,140.18,149.9,153.87,164.69,206.46,237.29,126.24,140.9,145.14,150.79,153.33,183.41,173.75
2,Alaska,sub-region,walking,United States,100.0,100.7,99.12,101.15,117.61,104.72,80.7,87.31,106.36,97.6,98.18,120.18,109.01,75.96,92.77,85.15,90.29,94.65,116.04,115.25,78.45,100.38,97.01,104.31,103.33,117.64,119.88,80.16,99.03,99.33,97.89,120.53,135.68,117.32,87.08,100.7,106.9,105.91,105.28,114.54,116.33,90.63,98.65,99.71,104.4,112.09,134.89,138.53,89.67,100.36,93.48,105.73,109.48,136.76,145.05,94.72,108.6,108.74,105.39,106.25,116.76,97.51,82.25,86.14,82.07,84.48,85.58,82.57,57.67,57.87,62.35,68.61,59.58,65.99,68.19,56.14,50.78,65.13,68.39,67.47,64.21,69.22,62.03,58.5,66.52,65.9,66.97,70.41,83.15,74.16,48.64,79.13,75.04,74.1,77.26,85.78,80.81,72.41,76.23,75.67,88.45,83.76,101.35,92.11,83.69,99.44,97.82,102.52,95.84,107.55,112.0,87.37,96.18,121.1,118.27,110.16,119.52,126.42,98.18,91.44,96.99,128.22,145.94,154.21,142.24,113.19,141.54,145.07,151.29,139.68,161.56,147.72,115.5,109.1,153.65,154.64,165.67,179.04,157.47,129.68,150.51,147.67,151.2,165.06,195.48,178.77,135.34,159.27,164.79,172.16,177.69,197.26,192.47,149.67,173.13,166.84,164.66,180.0,180.03,177.94,142.69,173.44,174.59,183.06,197.62,198.97,207.19,151.18,177.98,185.1,195.08,209.93,200.02,164.64,151.92,189.51,189.44,186.54,196.94,218.98,198.85,158.19,194.79,218.67,203.98,198.38,212.2,200.56,160.86,189.76,204.9,198.9,204.56,205.62,206.65,170.3,186.72,199.8,199.98,199.66,218.47,198.4,180.9,199.73,205.3,205.93,200.94,226.87,201.73,165.06,193.01,204.34,213.21,217.25,247.54,226.4,177.85,211.64,208.65,210.27,210.87,216.45,208.87,158.1,179.29,188.61,188.2,192.99,218.42,205.71,153.4,166.1,181.87,170.37,182.86,207.5,201.39,156.5,160.8,170.55,176.81,181.91,199.28,190.83,153.83,166.79,177.94,171.18,168.75,190.14,178.99,144.24,159.83,162.59,164.39,164.43,189.49,179.11,138.82,153.74,163.22,158.75,157.74,181.8,164.48,135.0,163.58,155.22,143.25,157.04,183.69,172.46,114.69,154.55,146.39,151.38,143.09,166.97,155.07,119.12,137.07,147.29,149.27,147.56,167.63,150.73
